"","6.34.  ПРЕДОСТАВЛЕНИЕ ГРАЖДАНАМ СОЦИАЛЬНОЙ ПОДДЕРЖКИ","","","",""
"","ПО ОПЛАТЕ ЖИЛОГО ПОМЕЩЕНИЯ И КОММУНАЛЬНЫХ УСЛУГ","","","",""
"","2014","2015","2016","2017","2018"
"Численность граждан, пользующихся со-","","","","",""
"циальной поддержкой,  человек","599626","607169","600053","487848","486104"
"Объем средств, предусмотренных на пре-","","","","",""
"доставление гражданам социальной под-","","","","",""
"держки, тыс. рублей","3223806,3","3443432,9","3662272,7","3965016,1","3987311,3"
"Среднемесячный размер социальной под-","","","","",""
"держки на одного пользователя, рублей","448,0","472,6","508,6","677,3","683,6"
"Удельный вес граждан, пользующихся со-","","","","",""
"циальной поддержкой, в общей численно-","","","","",""
"сти населения, процентов","25,1","25,5","25,3","20,7","20,8"
