"","25.5. ИНДЕКСЫ ПОТРЕБИТЕЛЬСКИХ ЦЕН (ТАРИФОВ)","","","",""
"","НА ОТДЕЛЬНЫЕ ГРУППЫ УСЛУГ","","","",""
"","(декабрь к декабрю предыдущего года; в процентах)","","","",""
"","2014","2015","2016","2017","2018"
"Услуги","108,6","108,6","105,0","103,9","103,3"
"бытовые","107,0","109,3","105,3","105,5","104,7"
"пассажирского транспорта","106,9","107,1","109,0","96,4","102,8"
"связи","103,0","104,8","102,5","104,7","102,1"
"жилищные","134,7","108,6","100,5","102,0","104,3"
"коммунальные","104,5","111,6","109,3","105,3","104,5"
"дошкольного  воспитания","100,0","107,4","100,0","124,2","82,6"
"образования","111,1","102,0","105,4","108,5","105,9"
"организаций культуры","113,2","107,6","102,3","101,5","99,8"
"санаторно-оздоровительные","119,0","103,4","104,0","101,5","115,2"
"медицинские","107,8","111,2","102,1","103,9","106,9"
"физической культуры и спорта","112,8","106,6","104,8","107,1","102,5"
"правового характера","102,8","119,4","154,4","104,9","104,9"
